"grdc_no","river","station","country","lat","long","area"
6421501,"MEUSE","MEGEN DORP","NL",51.82,5.54,28980
6435060,"RHINE RIVER","LOBITH","NL",51.84,6.11,160800
6442100,"ZALA","ZALAAPATI","HU",46.7333,17.1167,1528
6442200,"MARCAL","RABASZENTMIKLOS","HU",47.53,17.4167,2710
6442300,"KAPOS","KURD","HU",46.45,18.3167,2119
6442450,"DANUBE RIVER","DUNAALMAS","HU",47.73,18.33,171720
6442500,"DANUBE RIVER","NAGYMAROS","HU",47.78,18.95,183533
6442600,"DANUBE RIVER","MOHACS","HU",46,18.67,209064
6444090,"TISZA","TISZABECS","HU",48.1,22.8167,9707
6444100,"TISZA","SZEGED","HU",46.25,20.1667,138408
6444110,"MAROS","MAKO","HU",46.2167,20.4833,30149
6444250,"ZAGYVA","JASZTELEK","HU",47.48,19.97,4207
6444350,"BODVAJ","SZENDRO","HU",48.4,20.7333,1496
6444380,"SAJO","FELSOEZSOLCA","HU",48.11,20.84,6440
6444400,"FEHER-KOROS","GYULA","HU",46.65,21.2833,4251
6444500,"CRASNA","AGERDOMAJOR","HU",47.7667,22.4333,1974
6444600,"SZAMOS","CSENGER","HU",47.8333,22.6833,15283
6457380,"SAMA","SZAMOTULY","PL",52.5833,16.6333,395
6457707,"BOBR","ZAGAN","PL",51.6167,15.3167,4254
6457820,"WARTA","POZNAN","PL",52.4167,16.9667,25963
6457956,"PROSNA","BOGUSLAWICE","PL",51.9,17.9167,4304
6458203,"SKAWA","WADOWICE","PL",49.8833,19.4833,836
6458406,"DUNAJEC","NOWY SACZ","PL",49.6333,20.7167,4341
6458713,"WIEPRZ","KRASNYSTAW","PL",50.9833,23.1833,3003
6458753,"PILICA","PRZEDBORZ","PL",51.0833,19.8833,2535
6458805,"NAREW","SURAZ","PL",52.95,22.95,3376
6458924,"LIWIEC","LOCHOW","PL",52.5167,21.7167,2462
6502110,"MULKEAR","ANNACOTTY","IE",52.6694,-8.529,648
6502120,"MAIGUE","CASTLEROBERTS","IE",52.5336,-8.7672,806
6502121,"MAIGUE","CROOM","IE",52.5186,-8.7185,770
6502130,"DEEL","RATHKEALE","IE",52.4626,-8.9434,439
6502131,"DEEL","GRANGE BRIDGE","IE",52.4421,-9.0187,366
6502140,"BROSNA","MOYSTOWN","IE",53.2383,-7.9317,1180
6502141,"BROSNA","FERBANE","IE",53.2701,-7.8278,1163
6502151,"SUCK","DARRYCAHILL","IE",53.3833,-8.2333,1050
6502160,"INNY","BALLYMAHON","IE",53.5627,-7.7577,1099
6502170,"BOYLE","BOYLE ABBEY BRIDGE","IE",53.9727,-8.2968,527
6502171,"BOYLE","TINACARRA","IE",53.9656,-8.3504,520
6503100,"CORRIB","WOLFE TONE BRIDGE","IE",53.27,-9.0554,3136
6503105,"CLARE","CORROFIN","IE",53.4341,-8.8642,700
6503151,"MOY","RAHANS","IE",54.1036,-9.157,1975
6503160,"BONET","DROMAHAIR","IE",54.2268,-8.2995,264
6503180,"FERGUS","BALLYCOREY","IE",52.8702,-8.9744,511
6503201,"ERNE","BELTURBET","IE",54.0974,-7.4516,1492
6503250,"FEALE","LISTOWEL","IE",52.4423,-9.4757,647
6503260,"BANDON","CURRANURE","IE",51.7468,-8.6825,424
6503280,"SUIR","CLONMEL","IE",52.3519,-7.6955,2144
6503281,"SUIR","CATHER PARK","IE",52.4592,-7.923,1583
6503282,"SUIR","NEW BRIDGE","IE",52.4592,7.9975,1090
6503290,"SLANE","ENNISCORTHY","IE",52.548,-6.566,1320
6503291,"SLANE","SCARRAWALSH","IE",52.548,-6.5505,1031
6503300,"NORE","BROWNSBARN","IE",52.5002,-7.0922,2418
6503301,"NORE","JOHNS BRIDGE","IE",52.6517,-7.2502,1644
6503350,"BARROW","GRAIGUENAMANAGH U/S","IE",52.5405,-6.9509,2778
6503351,"BARROW","ROYAL OAK","IE",52.6997,-6.9815,2419
6503353,"BARROW","PASS BRIDGE","IE",53.1619,-7.0703,1064
6503354,"BARROW","PORTARLINGTON","IE",53.1619,-7.1931,406
6503370,"GLYDE","MANSFIELDSTOWN","IE",53.8966,-6.444,346
6503400,"DUNKELLIN","KILCOLGAN","IE",53.2139,-8.8718,354
6503410,"DEE (IRELAND)","CHARLEVILLE WEIR","IE",53.856,-6.414,309
6503500,"BLACKWATER (MUNSTER)","BALLYDUFF","IE",52.1446,-8.0532,2334
6503501,"BLACKWATER (MUNSTER)","KILLAVULLEN","IE",52.1446,-8.5163,1257
6503810,"LITTLE BROSNA","CROGHAN","IE",53.1017,-7.9206,479
6503851,"BOYNE","SLANE CASTLE","IE",53.7069,-6.5624,2460
6503852,"BOYNE","NAVAN WEIR","IE",53.6434,-6.6716,1684
6503853,"BOYNE","TRIM","IE",53.5566,-6.7935,1362
6503855,"BLACKWATER (KELLS)","LISCARTAN","IE",53.6636,-6.7206,700
6542100,"DANUBE RIVER","BEZDAN","RS",45.85,18.87,210245
6542200,"DANUBE RIVER","BOGOJEVO","RS",45.53,19.08,251593
6544100,"TISZA","SENTA","RS",45.9329,20.0825,140130
6545050,"SAVA","CATEZ I","SI",45.8932,15.6097,10186
6545100,"SAVA","RADECE","SI",46.0715,15.1812,7084
6545101,"SAVA","HRASTNIK","SI",46.122,15.0906,5177
6545102,"SAVA","SENTJAKOB","SI",46.084,14.5824,2285
6545110,"SORA","SUHA 1","SI",46.162,14.326,566
6545120,"MIRNA","GABRJE 1","SI",45.9873,15.2144,268
6545150,"UNA","BOSANSKI NOVI","HR",45.07,16.38,8507
6545190,"SAVA","RADOVLJICA I","SI",46.34,14.1654,908
6545200,"KRKA","PODBOCJE","SI",45.8644,15.4555,2238
6545300,"SAVINJA","VELIKO SIRJE I","SI",46.0919,15.1924,1842
6545400,"LJUBLJANICA","MOSTE","SI",46.0539,14.5492,1763
6545500,"KOLPA","METLIKA","SI",45.6343,15.323,2002
6545501,"KOLPA","PETRINA","SI",45.4639,14.8522,460
6545600,"SAVINJA","LASKO 1","SI",46.154,15.2336,1664
6545601,"SAVINJA","CELJE 2 - BRV","SI",46.2274,15.2606,1189
6545700,"LIM (TRIB. SAVA)","PRIJEPOLJE","RS",43.3746,19.6442,3160
6545800,"SAVA","SREMSKA MITROVICA","RS",44.9813,19.6183,87966
6546610,"MUR","GORNJA RADGONA 1","SI",46.6811,15.9956,10197
6546802,"DRAVA","BORL (REACT. 6546801)","SI",46.371,15.9962,14662
6546810,"PESNICA","ZAMUSANI 1","SI",46.4141,16.034,478
6547200,"IBAR","LEPOSAVIC","RS",43.1058,20.8042,4701
6547500,"VELIKA MORAVA","LUBICEVSKY MOST","RS",44.58,21.12,34345
6549100,"SOCA / INSONZO","SOLKAN I","SI",45.9816,13.6553,1573
6549101,"SOCA / INSONZO","KOBARID","SI",46.2479,13.5866,437
6549110,"UCJA","ZAGA","SI",46.3097,13.4778,50
6549120,"TOLMINKA","TOLMIN","SI",46.1872,13.7357,73
6549130,"BACA","BACA PRI MODREJU","SI",46.1557,13.7757,142
6549140,"TREBUSA","DOLENJA TREBUSA","SI",46.0946,13.8326,55
6549150,"IDRIJCA","HOTESK","SI",46.1283,13.7983,443
6549180,"SOCA / INSONZO","LOG CEZSOSKI","SI",46.3149,13.4942,325
6563200,"VARDAR","SKOPJE","MK",41.98,21.4333,4650
6603100,"CAMOWEN","CAMOWEN TERRACE","GB",54.6036,-7.2879,277
6603110,"BURN DENNET","BURNDENNET","GB",54.8894,-7.4203,148
6603120,"MOURNE","DRUMNABUOY HOUSE","GB",54.8104,-7.4598,1844
6603130,"SILLEES","DRUMRAINEY BRIDGE","GB",54.3084,-7.686,166
6603300,"LOWER BANN","MOVANAGHER","GB",54.977,-6.5471,5210
6603310,"MOYOLA","MOYOLA NEW BRIDGE","GB",54.7535,-6.5156,304
6603320,"BLACKWATER (N. IRELAND)","MAYDOWN BRIDGE","GB",54.4096,-6.7381,970
6603330,"CLANRYE","MOUNTMILL BRIDGE","GB",54.2167,-6.337,120
6603340,"BUSH","SENEIRL BRIDGE","GB",55.1644,-6.5228,299
6603350,"SIX-MILE WATER","ANTRIM","GB",54.7152,-6.2232,278
6603500,"LAGAN","NEWFORGE","GB",54.5547,-5.947,492
6603510,"ENLER","COMBER","GB",54.5545,-5.7455,62
6604100,"EWE","POOLEWE","GB",57.7614,-5.5991,441
6604150,"CARRON (N. SCOTLAND)","NEW KELSO","GB",57.4295,-5.43,138
6604160,"SHIEL","SHIELFOOT","GB",56.7645,-5.8209,256
6604170,"NEVIS","CLAGGAN","GB",56.8215,-5.0888,69
6604180,"ORCHY","GLEN ORCHY","GB",56.4466,-4.8527,251
6604190,"FALLOCH","GLEN FALLOCH","GB",56.3377,-4.7176,80
6604201,"CLYDE (SCOTLAND)","BLAIRSTONE","GB",55.7973,-4.0683,1704
6604205,"DUNEATON","MAIDENCOTS","GB",55.5158,-3.6954,110
6604220,"LEVEN (SCOTLAND)","LINNBRANE","GB",55.9888,-4.576,784
6604230,"IRVINE","SHEWALTON","GB",55.5971,-4.6278,381
6604240,"GIRVAN","ROBSTONE","GB",55.2588,-4.8077,246
6604250,"LUCE","AIRYHEMMING","GB",54.9007,-4.8397,171
6604260,"CREE (SCOTLAND)","NEWTON STEWART","GB",54.9573,-4.4805,368
6604270,"URR","DALBEATIE","GB",54.9299,-3.841,199
6604280,"NITH (SCOTLAND)","DRUMLANRIG","GB",55.2746,-3.7995,471
6604500,"ANNAN","BRYDEKIRK","GB",55.0217,-3.2677,925
6604510,"KINNEL WATER","REDHALL","GB",55.1674,-3.4502,76
6604605,"LYON","COMRIE BRIDGE","GB",56.6142,-3.9809,391
6604610,"TAY","BALLATHIE","GB",56.5144,-3.387,4587
6604620,"NORTH ESK (SCOTLAND)","LOGIE MILL","GB",56.7669,-2.4934,732
6604625,"EDEN (SCOTLAND)","KEMBACK","GB",56.3309,-2.9484,307
6604630,"EARN","FORTEVIOT BRIDGE","GB",56.3476,-3.5484,782
6604635,"RUCHILL WATER","CULTYBRAGGAN","GB",56.3597,-4.0014,100
6604640,"TEITH","BRIDGE OF TEITH","GB",56.1857,-4.0556,518
6604645,"ALLAN WATER","KINBUCK","GB",56.2256,-3.9495,161
6604650,"SPEY (SCOTLAND)","BOAT O BRIG","GB",57.551,-3.1404,2861
6604655,"DULNAIN","BALNAAN BRIDGE","GB",57.302,-3.6991,272
6604660,"CARRON (S. SCOTLAND)","HEADSWOOD","GB",56.015,-3.8755,122
6604670,"ALMOND","CRAIGIEHALL","GB",55.9631,-3.3385,369
6604680,"GIFFORD WATER","LENNOXLOVE","GB",55.9358,-2.7842,64
6604690,"TWEED (SCOTLAND)","BOLESIDE","GB",55.5914,-2.7977,1500
6604710,"LYNE WATER","LYNE STATION","GB",55.6474,-3.2576,175
6604750,"TWEED (SCOTLAND)","NORHAM","GB",55.7227,-2.1634,4390
6604760,"WHITEADDER WATER","HUTTON CASTLE","GB",55.7883,-2.1917,503
6604800,"DEE (SCOTLAND)","WOODEND","GB",57.0501,-2.6036,1370
6604815,"GAIRN","INVERGAIRN","GB",57.0599,-3.0695,150
6604820,"DEE (SCOTLAND)","PARK","GB",57.0754,-2.3358,1844
6604830,"DON (SCOTLAND)","PARKHILL","GB",57.2183,-2.1876,1273
6604840,"UGIE","INVERUGIE","GB",57.5267,-1.8328,325
6604850,"DEVERON","MUIRESK","GB",57.5377,-2.4935,955
6604860,"FINDHORN","FORRES","GB",57.6048,-3.6441,782
6604870,"ENRICK","MILL OF TORE","GB",57.3339,-4.5758,106
6604880,"CONON","MOY BRIDGE","GB",57.5566,-4.54,962
6604890,"MEIG","GLENMEANNIE","GB",57.5326,-4.8638,120
6604910,"JED WATER","JEDBURGH","GB",55.4849,-2.5461,139
6604920,"TEVIOT","HAWICK","GB",55.4344,-2.7565,323
6604950,"OYKEL","EASTER TURNAIG","GB",57.9619,-4.7009,331
6604960,"HALLADALE","HALLADALE","GB",58.4788,-3.903,205
6604970,"INVER","LITTLE ASSYNT","GB",58.1741,-5.1526,138
6605100,"RIBBLE","SAMLESBURY","GB",53.7684,-2.6247,1145
6605200,"IRWELL","ADELPHI WEIR","GB",53.4852,-2.2664,559
6605210,"MERSEY","ASHTON WEIR","GB",53.4383,-2.3441,660
6605220,"BOLLIN","WILMSLOW","GB",53.3301,-2.2271,72
6605230,"WEAVER","ASHBROOK","GB",53.1677,-2.4925,622
6605235,"WISTASTON BROOK","MARSHFIELD BRIDGE","GB",53.093,-2.4881,93
6605300,"TYNE","BYWELL","GB",54.9499,-1.9413,2176
6605310,"SOUTH TYNE","FEATHERSTONE","GB",54.9432,-2.5133,322
6605320,"BLYTH","HARTFORD BRIDGE","GB",55.1138,-1.6207,269
6605330,"COQUET","MORWICK","GB",55.3336,-1.632,570
6605340,"KIELDER BURN","KIELDER","GB",55.245,-2.5608,59
6605350,"LIDDEL WATER","ROWANBURNFOOT","GB",55.0744,-2.9184,319
6605360,"EDEN (N. ENGLAND)","SHEEPMOUNT","GB",54.9049,-2.9529,2286
6605370,"ELLEN","BULLGILL","GB",54.7324,-3.4054,96
6605380,"DERWENT (TRIB. IRISH SEA)","CAMERTON","GB",54.6604,-3.4944,663
6605385,"COCKER","SOUTHWAITE BRIDGE","GB",54.6404,-3.3481,117
6605390,"LEVEN (TRIB. IRISH SEA)","NEWBY BRIDGE FMS","GB",54.2681,-2.975,247
6605400,"FOSTON BECK","FOSTON MILL","GB",53.9783,-0.334,57
6605410,"GYPSEY RACE","BOYNTON","GB",54.0932,-0.2633,240
6605420,"DERWENT (TRIB. NORTH SEA)","BUTTERCRAMBE","GB",54.0192,-0.8856,1586
6605430,"DOVE (TRIB. NORTH SEA)","KIRKBY MILLS","GB",54.2606,-0.9197,59
6605440,"AIRE","KILDWICK BRIDGE","GB",53.9073,-1.9847,282
6605450,"LUNE","CATON","GB",54.0816,-2.7209,983
6605480,"KENT","SEDGWICK","GB",54.2801,-2.756,209
6605510,"LEVEN (N. ENGLAND)","LEVEN BRIDGE","GB",54.502,-1.3154,196
6605520,"GRETA","RUTHERFORD BRIDGE","GB",54.5052,-1.9496,86
6605550,"WHARFE","FLINT MILL WEIR","GB",53.9202,-1.3587,759
6605560,"URE","WESTWICK LODGE","GB",54.0981,-1.4571,915
6605565,"SWALE","CRAKEHILL","GB",54.1541,-1.3507,1363
6605570,"OUSE","SKELTON","GB",53.9913,-1.1345,3315
6605575,"NIDD","HUNSINGOR WEIR","GB",53.9712,-1.349,484
6605580,"SKERNE","PRESTON LE SKERNE","GB",54.6083,-1.5493,147
6605590,"TEES","BROKEN SCAR","GB",54.5184,-1.6011,818
6605600,"TRENT (N. ENGLAND)","COLWICK","GB",52.9534,-1.0785,7486
6605610,"IDLE","MATTERSEY","GB",53.398,-0.9636,529
6605620,"DERWENT (TRIB. TRENT)","ST. MARYS BRIDGE","GB",52.9282,-1.475,1054
6605630,"DOVE (TRIB. TRENT)","MARSTON ON DOVE","GB",52.8565,-1.6489,883
6605631,"DOVE (TRIB. TRENT)","IZAAK WALTON","GB",53.0561,-1.782,83
6605640,"WEAKE","SYSTON MILL","GB",52.7063,-1.0911,414
6605650,"SOAR","LITTLETHORPE","GB",52.571,-1.2017,184
6605660,"ANKER","POLESWORTH","GB",52.6272,-1.6132,368
6605670,"REA","CALTHORPE PARK","GB",52.4603,-1.8974,74
6605680,"SOW","GREAT BRIDGFORD","GB",52.8402,-2.1744,163
6605700,"BROWNEY","BURN HILL","GB",54.7425,-1.5992,178
6605710,"BEDBURN BECK","BEDBURN","GB",54.6846,-1.8185,75
6605720,"ROTHER (N. ENGLAND)","WOODHOUSE MILL","GB",53.3668,-1.3521,352
6605730,"WEAR","SUNDERLAND BRIDGE","GB",54.7339,-1.5897,658
6606200,"STRINGSIDE","WHITEBRIDGE","GB",52.5763,0.531,99
6606250,"LITTLE OUSE","ABBEY HEATH","GB",52.4259,0.7208,688
6606300,"ISE BROOK","HARROWDEN OLD MILL","GB",52.332,-0.6818,194
6606400,"BEDFORD OUSE","BEDFORD","GB",52.1343,-0.4622,1460
6606401,"BEDFORD OUSE","ROXTON","GB",52.1672,-0.3053,1660
6606510,"HARPERS BROOK","OLD MILL BRIDGE","GB",52.4077,-0.5555,74
6606550,"CHATER","FOSTERS BRIDGE","GB",52.6165,-0.5825,69
6606560,"GLEN","KATES BRIDGE AND KING STREET BRIDGE","GB",52.7202,-0.3637,342
6606570,"LYMN","PARTNEY MILL","GB",53.1869,0.0963,62
6606580,"BAIN","GOULCEBY BRIDGE","GB",53.2972,-0.1321,62
6606590,"WITHAM","CLAYPOLE MILL","GB",53.0223,-0.7462,298
6606700,"CAM","DERNFORD","GB",52.1346,0.1418,198
6606710,"KYM","MEAGRE FARM","GB",52.2542,-0.3078,138
6606720,"IVEL","BLUNHAM","GB",52.1446,-0.3166,541
6606790,"CHELMER","SPRINGFIELD","GB",51.7367,0.4795,190
6606850,"STOUR (E. ENGLAND)","LANGHAM","GB",51.9716,0.9404,578
6606870,"GIPPING","STOWMARKET","GB",52.1813,1.0082,129
6606880,"BURE","INGWORTH","GB",52.8195,1.2518,165
6606900,"WAVENEY","NEEDHAM MILL","GB",52.3829,1.2739,370
6606950,"COLNE","LEXDEN","GB",51.899,0.851,238
6607100,"DART","AUSTINS BRIDGE","GB",50.479,-3.7615,248
6607110,"FAL","TREGONY","GB",50.266,-4.9184,87
6607115,"CAMEL","DENBY","GB",50.4796,-4.7957,209
6607120,"FOWEY","RESTORMEL","GB",50.4311,-4.6795,169
6607130,"TAMAR","GUNNISLAKE","GB",50.5313,-4.2219,917
6607131,"THRUSHEL","TINHAY","GB",50.6472,-4.2676,113
6607140,"TORRIDGE","TORRINGTON","GB",50.9469,-4.1373,663
6607150,"TAW","UMBERLEIGH","GB",50.9955,-3.985,826
6607200,"EXE","THORVERTON","GB",50.8042,-3.5113,601
6607210,"CULM","WOOD MILL","GB",50.8432,-3.3923,226
6607220,"AXE","WHITFORD","GB",50.7528,-3.0474,288
6607225,"OTTER","DOTTON","GB",50.6884,-3.2943,202
6607230,"TONE (S. ENGLAND)","BISHOPS HULL","GB",51.0191,-3.1337,202
6607240,"BRUE","LOVINGTON","GB",51.0836,-2.5868,135
6607250,"PIDDLE","BAGGS MILL","GB",50.6881,-2.1242,183
6607300,"TILLINGBOURNE","SHALFORD","GB",51.2209,-0.5695,59
6607310,"WYE (S. ENGLAND)","HEDSOR","GB",51.5719,-0.7086,137
6607320,"VER","HANSTEADS","GB",51.7047,-0.3361,132
6607330,"BLACKWATER (S. ENGLAND)","SWALLOWFIELD","GB",51.3774,-0.9512,355
6607340,"CHERWELL","ENSLOW MILL","GB",51.8613,-1.3014,552
6607345,"KENNET","THEALE","GB",51.4327,-1.0669,1033
6607347,"LAMBOURN","SHAW","GB",51.411,-1.3251,234
6607350,"COLN","BIBURY","GB",51.7546,-1.8254,107
6607500,"STOUR (S. ENGLAND)","THROOP MILL","GB",50.7639,-1.8421,1073
6607520,"TEST","BROADLANDS","GB",50.9681,-1.4971,1040
6607530,"WALLINGTON","NORTH FAREHAM","GB",50.8637,-1.1666,111
6607540,"MEON","MISLINGFORD","GB",50.9235,-1.163,73
6607550,"ITCHEN","HIGHBRIDGE + ALLBROOK","GB",50.9877,-1.3442,360
6607560,"UCK","ISFIELD","GB",50.952,0.0754,88
6607651,"THAMES","KINGSTON (NATURALISED DISCHARGE)","GB",51.4154,-0.3077,9948
6607701,"THAMES","DAYS WEIR","GB",51.6385,-1.1795,3445
6607705,"NADDER","WILTON","GB",51.0764,-1.8626,221
6607710,"AVON (S. ENGLAND)","AMESBURY","GB",51.1715,-1.7853,324
6607711,"EAST AVON","UPAVON","GB",51.3025,-1.8099,86
6607750,"MIMRAM","PANSHANGER PARK","GB",51.8034,-0.1413,134
6607760,"FROME (BRISTOL)","FRENCHAY","GB",51.4926,-2.5235,149
6607800,"DARENT","HAWLEY","GB",51.4243,0.2312,191
6607825,"MOLE","KINNERSLEY MANOR","GB",51.2012,-0.1944,142
6607830,"LEE RIVER","FEILDES WEIR","GB",51.7642,0.0139,1036
6607840,"RODING","REDBRIDGE","GB",51.5762,0.0406,303
6607850,"BEULT","STILE BRIDGE","GB",51.2021,0.516,277
6607851,"MEDWAY","TESTON","GB",51.2509,0.447,1256
6607855,"ERIDGE STREAM","HENDAL BRIDGE","GB",51.1082,0.1726,54
6607950,"GREAT STOUR","HORTON","GB",51.2581,1.0305,345
6608100,"DEE (WALES)","MANLEY HALL","GB",52.9665,-2.9719,1013
6608101,"DEE (WALES)","NEW INN","GB",52.8628,-3.6747,54
6608110,"ALYN","PONT-Y-CAPEL","GB",53.0795,-2.9938,227
6608160,"GLASLYN","BEDDGELERT","GB",53.0088,-4.1005,69
6608170,"DYFI","DYFI BRIDGE","GB",52.6009,-3.8546,471
6608190,"YSTWYTH","PONT LLOLWYN","GB",52.3754,-4.0724,170
6608200,"TEIFI","GLAN TEIFI","GB",52.0454,-4.5617,894
6608210,"TYWI","NANTGAREDIG","GB",51.8631,-4.2015,1090
6608230,"EWENNY","KEEPERS LODGE","GB",51.4925,-3.5572,62
6608240,"RHYMNEY","LLANEDEYRN","GB",51.5327,-3.1198,179
6608300,"USK","CHAIN BRIDGE","GB",51.7452,-2.9486,912
6608310,"YSCIR","PONTARYSCIR","GB",51.9632,-3.4518,63
6608500,"WYE (WALES)","DDOL FARM","GB",52.2968,-3.5033,174
6608501,"WYE (WALES)","REDBROOK","GB",51.7963,-2.6863,4010
6608510,"FROME","YARKHILL","GB",52.0814,-2.5635,144
6608520,"LUGG","BYTON","GB",52.2767,-2.9331,203
6608530,"ELWY","PONT-Y-GWYDDEL","GB",53.2326,-3.5709,194
6608600,"CYNON","ABERCYNON","GB",51.6521,-3.3321,106
6609100,"TEME","TENBURY","GB",52.3133,-2.5915,1134
6609110,"LEADON","WEDDERBURN BRIDGE","GB",51.9081,-2.3261,293
6609395,"EHEN","BRAYSTONES","GB",54.4402,-3.5294,126
6609400,"AVON (CENTRAL ENGLAND)","EVESHAM","GB",52.092,-1.9429,2210
6609500,"SEVERN (CENTRAL ENGLAND)","BEWDLEY","GB",52.383,-2.3213,4325
6609520,"WORFE","BURCOTE","GB",52.5553,-2.3761,258
6609538,"TANAT","LLANYBLODWEL","GB",52.7943,-3.1103,229
6609540,"RODEN","RODINGTON","GB",52.7236,-2.6098,259
6609560,"AVON (CENTRAL ENGLAND)","STARETON","GB",52.3409,-1.5128,347
6609570,"REA BROOK","HOOKAGATE","GB",52.6781,-2.7917,178
6665500,"SEYTAN DERESI","BABAESKI","TR",41.4404,27.0979,478
6730100,"NESET","NESET","NO",69.7007,29.3213,2947
6730501,"TANA (NO; FI)","POLMAK NYE","NO",70.0703,28.0162,14161
6731020,"RAUMA","HORGHEIM","NO",62.4741,7.782,1099
6731050,"STJORDALSELVA","HOGGAS BRU","NO",63.49,11.32,491
6731070,"NORDELVA","KRINSVATN","NO",63.79,10.23,205
6731105,"VELLEDALSELV","FETVATN","NO",62.3325,6.5929,89
6731110,"TORA","TORA","NO",62.0077,7.8664,262
6731112,"SOEYA","SOYA","NO",62.9003,8.6049,138
6731115,"ULVUNDA","NERDAL","NO",62.73,8.33,99
6731120,"ULVAA","STORHOLEN","NO",62.2805,8.1178,436
6731125,"OSTRI","LIAVATN","NO",61.87,7.77,235
6731127,"TUNDRA","TUNDRA","NO",61.9,8.05,135
6731130,"ETNEELV","STORDALSVATN","NO",59.68,6.02,127
6731132,"BOEVRI","BRUSTUEN","NO",61.7262,8.296,254
6731133,"GROA","DALAVATN","NO",62.61,8.73,86
6731135,"GROVU","BRUOY","NO",62.52,9.08,473
6731140,"KINSO","HOLEN","NO",60.38,6.74,229
6731142,"SKJOELI","SKJOELI","NO",61.87,8.3,182
6731145,"HALLDALSELV","HALLDALSVATN","NO",60.493,8.4791,59
6731161,"GUDDALSELVA","NAUTSUNDVATN","NO",61.2529,5.3853,219
6731165,"GAULAR","VIKSVATN","NO",61.33,5.87,505
6731175,"EIDSELV","HORNINDALSVATN","NO",61.92,6.09,378
6731180,"MYRKDALSELV","MYRKDALSVATN","NO",60.7992,6.5016,158
6731190,"GJENGEDALSELV","GJENGEDALSVATN","NO",61.66,6.05,56
6731196,"STRYNSELV","STRYNSVATN","NO",61.9313,6.8789,482
6731200,"VOSSO","BULKEN","NO",60.63,6.28,1102
6731205,"STORANI","ARDAL","NO",58.5437,6.4979,77
6731210,"HELLELANDSELV (N.VERIFIED)","GYA","NO",58.6004,6.3621,60
6731215,"BJERKREIMSELV","BJERKREIM BRU","NO",58.58,6.08,633
6731220,"HAELVI","HAUGLAND","NO",58.6929,5.6476,139
6731225,"STORAEI","DEG","NO",58.9342,6.7923,69
6731230,"FORREELV","FORRE LIMNI","NO",59.32,6.57,164
6731233,"GJOEV","TOVSLIOYTJONN","NO",59.07,8.02,115
6731235,"GROENO","VIVASSDAL","NO",59.96,6.96,68
6731245,"RJOANDANI","RJOANDE","NO",60.69,6.85,139
6731250,"LYGNA","TINGVATN","NO",58.4,7.23,266
6731260,"OTRA","HEISEL","NO",58.2476,7.9514,3689
6731265,"KOSA","MYGLEVATN NDF","NO",58.4459,7.585,182
6731280,"AUSTENA","AUSTENA","NO",58.85,8.1,286
6731310,"DRAMSELV","DOVIKFOSS","NO",59.8805,9.908,16120
6731315,"SIMOA","EGGEDAL","NO",60.1518,9.4344,310
6731320,"JONDALSELV","JONDAL","NO",59.7,9.55,150
6731327,"HOLERA","HOLERVATN","NO",60.7096,9.459,80
6731330,"NEIDEN","NESET","NO",59.37,8.53,2911
6731371,"FLAKSVATN","TOVSDALSELV","NO",58.3305,8.2031,1781
6731387,"KILA","KILA BRU","NO",59.002,8.2992,64
6731388,"KILA","KILEN","NO",59.3485,8.786,118
6731390,"TANNSELV","TANNSVATN","NO",59.6732,8.0674,118
6731395,"SOGNEELV","SOGNE","NO",58.091,7.8351,204
6731400,"GLAMA","LANGNES","NO",59.6092,11.1181,40540
6731401,"GLAMA","ELVERUM","NO",60.88,11.56,15426
6731402,"GLAMA","SKARNES","NO",60.2543,11.6775,20300
6731403,"GLAMA","SOLBERGFOSS","NO",59.6373,11.1535,40540
6731410,"ATNA","ATNASJO","NO",61.85,10.22,465
6731420,"SANDVIKSELVA","BJOERNEGARDSVINGEN","NO",59.8934,10.5084,190
6731430,"ROMUA","KAUSERUD","NO",60.09,11.27,87
6731432,"RISA","RISA","NO",60.24,11.17,54
6731435,"LEIRET","KRAKFOSS","NO",60.1335,11.0801,432
6731436,"LEIRET","KRINGLERDAL","NO",60.2363,10.9904,265
6731437,"ROTUA","ROTUA","NO",60.21,10.95,56
6731440,"FOSSELVA","HARASJOEN","NO",60.65,11.39,56
6731447,"NUMEDALSLAAGEN","BORGAI","NO",60.3071,9.0097,94
6731450,"LOSNA","LOSNA","NO",61.3334,10.2775,11210
6731453,"JON","AULESTAD","NO",61.2154,10.2693,866
6731455,"OTTA","LALM","NO",61.83,9.27,3982
6731465,"FINNA","SAELATUNGA","NO",61.8843,9.0612,455
6731470,"SUNDBYELV","SUNDBYFOSS","NO",59.517,10.1236,75
6731501,"GAULA","GAULFOSS","NO",63.1085,10.229,3079
6731502,"GAULA","EGGAFOSS","NO",62.8901,11.1839,654
6731520,"HORTEELVA","HORTE","NO",59.4314,9.1337,157
6731525,"HJARTDOELA","OMNESFOSS","NO",59.6117,8.9932,808
6731530,"FLISA","KNAPPOM","NO",60.63,12.03,1625
6731535,"TORSBJOERKA","MANNSETER","NO",63.35,11.67,95
6731550,"ARGARDSELV","OEYUNGEN","NO",64.25,11.08,237
6731555,"NAMSEN","BERTNEM","NO",64.4681,12.0587,5163
6731556,"NAMSEN","ISKVERNFOSS","NO",64.56,12.6,250
6731563,"LAERDALSELV","SMELDALSVATN","NO",61.14,8.01,154
