"grdc_no","river","station","country","lat","long","area"
7004030,"GUADIANA","AZUD DE BADAJOZ","ES",38.8633333332999,-7.01611111111,48530
7004019,"GUADIANA","BENAVIDES","ES",38.8413888888999,-7.07694444444,48570
7004101,"AZUER","VALLEHERMOSO","ES",38.8472222222,-3.14916666667,470
7005138,"OJAILEN","PUERTOLLANO","ES",38.6605555555999,-4.01777777778,228
7007028,"SEGURA","ORIHUELA","ES",38.0877777778,-0.954722222222,13603
7005065,"GUADALQUIVIR","MARMOLEJO","ES",38.0613888888999,-4.16944444444,19571
7005066,"GUADALQUIVIR","CASAS NUEVAS","ES",38.0249999999999,-4.21444444444,20122
7005063,"GUADALQUIVIR","VALTODANO","ES",38.0169444444,-3.99416666667,16825
7005141,"ARENOSO","MONTORO","ES",38.0419444444,-4.4275,407
7005101,"GUADALIMAR","CARR. TORREBLASCOPEDRO","ES",38.0177777777999,-3.63527777778,5131
7005069,"GUADALQUIVIR","CARPIO, EL","ES",37.9763888888999,-4.49222222222,22706
7005067,"GUADALQUIVIR","VEGA, LA","ES",38.0147222222,-4.32833333333,21961
7005004,"GUADALQUIVIR","MENGIBAR","ES",37.9855555556,-3.79861111111,16166
7005062,"GUADALQUIVIR","MENGIBAR","ES",37.9830555555999,-3.80277777778,15511
7005070,"GUADALQUIVIR","CORDOBA","ES",37.8816666666999,-4.77111111111,24704
7005071,"GUADALQUIVIR","POSADAS","ES",37.7999999999999,-5.07305555556,29348
7005081,"GUADAJOZ O ALMEDINILLA","CASTRO DEL RIO","ES",37.6922222222,-4.50222222222,1665
7004172,"MALAGON","PAYMOGO","ES",37.6972222221999,-7.27861111111,250
7005008,"GUADALQUIVIR","CANTILLANA","ES",37.5908333332999,-5.82861111111,44002
7005048,"GENIL","ECIJA","ES",37.5594444444,-5.07638888889,8028
7005072,"GUADALQUIVIR","ALCALA DEL RIO","ES",37.5194444444,-5.97555555556,46134
7005056,"GUADIAMAR","GERENA","ES",37.5249999999999,-6.18833333333,240
7005097,"ANZUR","PUENTE DE LOS PIEDROS","ES",37.3713888889,-4.60222222222,314
7005057,"GUADAIRA","GUADAIRA ENCAUZAMIENTO","ES",37.3544444444,-5.95805555556,1318
7005076,"GUADIAMAR","AZNALCAZAR PUENTE","ES",37.3041666666999,-6.25861111111,960
